Jp,attractor_robustness,collapse_time,competitor_suppression,cue_gain,cue_rate,cue_response,decay_index,delay_gain,delay_minus_competitor,delay_minus_ns,distractor_drop,distractor_rate,distractor_recovery,frac_above_thr,gaba_scale,inhibitory_balance,lambda_delay,lambda_valid,linear_delay_slope,nmda_scale,peak_diff,peak_diff_time,persistent,r1_base,r1_cue,r1_cue_peak,r1_delay,r1_delay_early,r1_delay_late,r1_delay_mean,r1_delay_min,r1_delay_std,r1_during_distr,r1_post_distr,r1_pre_distr,r2_delay,r2_delay_late,r2_delay_mean,r2_delay_min,r2_delay_std,r3_delay,regime,ri_delay,seed,selective_frac,snr_delay,survives_distractor
1.88,-43.48260695721714,0.13060000000000005,-17.81693513070963,22.379589158060877,200,True,0.3257042654608853,7.400019340951278,-6.081245279665914,14.207015209789102,24.98204566139237,200,-16.279099880390937,0.7018857142857143,0.4,0.8952183975433808,31.177536654459832,True,-87.3609123589147,0.8,31.15420498467281,0.0038000000000000256,False,2.8134746101559376,62.96440590430497,72.55431160868989,20.819766537829317,28.177757757791383,9.17761589316191,18.588240894118545,4.248300679728109,9.115446388207006,20.818867306753724,4.539767426362788,45.80091296814609,26.90101181749523,42.559876906900676,27.81693513070963,2.3324003731840595,16.096126402005037,6.612751328040215,transient,18.638238038118082,42,0.3732,0.7739399052460592,0.0
1.88,-51.062908170065334,0.13385999999999998,-18.1299718207955,17.603756739777808,200,True,0.3506933057527103,5.37885322367702,-8.324386911901914,12.668221600248792,23.576616459905253,200,-13.453815811630601,0.74,0.4,0.957266332920334,30.94195835072437,True,-73.0584717817195,0.8,26.489404238304687,0.0009600000000000719,False,3.476576036252166,61.200798847127835,69.2223110755698,18.699992225332092,25.167014444638735,8.825903491867262,16.845618895299022,4.998000799680128,7.638236538082235,18.6991176908789,5.2453018792482995,42.27573415078415,27.024379137234007,46.17386036742039,28.129971820795504,1.4161002265760363,18.57074986292906,6.031770625083301,transient,17.900872984139674,123,0.3824571428571429,0.6919675056984159,0.0
1.88,-50.47980807676932,0.12302000000000002,-19.694369871099187,18.881992890991746,200,True,0.26594262569635146,5.127451184502471,-12.478553023235158,10.951187382189982,31.09390394454401,200,-13.46129064428714,0.6391428571428571,0.4,1.065976539854017,29.738304770114038,True,-77.13835812855488,0.8,26.989204318272698,0.00029999999999996696,False,3.1757630281220846,59.96473493935761,70.38851126216183,16.283569905371188,22.844624730924806,6.075359484255892,14.40971230555397,2.7489004398240704,8.0825657736583,16.2827453957199,2.8214547514327597,47.37664934026391,28.762122928606345,46.89204396453215,29.69436987109919,2.499000399840064,19.09280004814199,5.332382523181205,transient,17.35790350526456,7,0.35245714285714286,0.5661463149025646,0.0
1.88,-49.14700786352128,0.12340000000000007,-20.783729365396706,25.24598947989808,200,True,0.23597241745489755,8.092226098433786,-10.518587009640587,13.077939062470255,24.66772257462221,200,-15.724248414759826,0.676,0.4,0.9547159873170019,30.38455606724273,True,-98.88922666385396,0.8,27.988804478208735,0.016979999999999995,False,2.4000233240037314,60.59096361455421,72.22111155537789,19.42153138744503,30.18112224549627,7.121912378007513,17.2129243540679,3.5819005731040914,10.15774965845624,19.420519906163264,3.6962714914034382,44.088242480785475,29.940118397085616,46.82796703120291,30.783729365396706,2.165800346528055,17.68536366985184,6.343592324974773,transient,18.54204651472744,2024,0.3525714285714286,0.6486791778581227,0.0
1.88,-36.068905771024944,0.16568000000000005,-10.629786180765796,31.896357583864482,200,True,0.3292194565789565,12.32485233864334,4.726381669554403,17.25403568731238,24.354839988913156,200,-16.155344826049767,0.75,0.4,0.7605905221937266,34.34246942585656,True,-99.43807395821626,0.8,38.484606157537,0.007979999999999987,False,1.8570071971211517,59.23176562708253,72.63761162201789,22.887339508640995,34.156520022131794,11.244990960643696,20.80364044858248,6.997201119552178,10.2140952684835,22.886385743016312,6.731040916966546,47.24122573192947,18.160957839086592,36.322870309726184,20.629786180765795,2.4157003865120616,14.660792293202963,5.633303821328612,persistent,17.407893509262955,99,0.4748,1.2602495810062333,1.0
1.88,-40.23390643742505,0.16366000000000003,-12.484582357533181,26.9877945457072,200,True,0.4110699348294128,8.575564792820655,-1.480513350215471,13.900828160799175,27.6556826239573,200,-13.44819249266274,0.7625714285714286,0.4,0.8962943637142347,32.592457968407246,True,-69.04972752055626,0.8,27.40570438491271,0.007859999999999978,False,2.2835865653738505,61.62896508063444,71.72131147540986,19.5830445599538,26.559278974539637,10.917721077591272,17.925786828125897,6.414101026256164,7.064140876016355,19.582288854118158,6.134096361455418,47.23797147807546,21.063557910169273,38.335097014831376,22.48458235753318,2.665600426496068,15.274960666790685,5.682216399154626,transient,17.552172464347592,1,0.4681142857142857,0.9297120952946697,0.0
1.88,-45.14860722377719,0.1653,-12.398707183793155,35.51102176574248,200,True,0.37605344979580957,13.042846036210422,0.7283475498689356,15.974062359183312,19.519481739853756,200,-17.6285368304959,0.7720571428571429,0.4,0.8030278745728134,33.16264795537925,True,-81.99155212511884,0.8,26.072904171664675,0.006040000000000045,False,1.686891909902705,59.90325536452088,72.30441156870589,22.00187147363277,27.816874316726693,10.46063154971758,19.64382342301175,4.33160069305611,8.873190684608717,22.00085457006674,4.372317739570838,41.520336309920495,21.273523923763836,38.173027904778195,22.398707183793157,1.999200319872051,15.915518699779035,6.027809114449459,transient,17.668116086898568,54,0.48137142857142856,1.0342372778221802,0.0
1.88,-39.900706384113036,0.1800400000000001,-11.015489042478254,28.516485070522847,200,True,0.4393337208729285,11.04716462030631,4.60460815673731,17.6770426749935,21.589368050304504,200,-17.061821473885843,0.8369142857142857,0.4,0.7359486239379238,33.20968577557798,True,-77.63338003044889,0.8,31.737305077968823,4.0000000000040004e-05,False,2.131630681060909,60.78661452085834,71.38811142209786,23.54847505442268,29.00979180413419,12.744979775498592,21.307448449191757,6.747301079568173,8.361192350765151,23.54754385160142,6.48572237771558,45.136911901905926,18.94386689768537,37.46991404744596,21.01548904247825,1.249500199920032,15.856870725530571,5.871432379429182,persistent,17.330467812874847,65,0.5144,1.2430659052010575,1.0
1.88,-46.98120751699323,0.14470000000000005,-15.72653319624532,35.28975918647261,200,True,0.29500860731941003,13.361864838749796,-2.032781331911682,16.91930013708803,23.126032325998136,200,-18.287768820210072,0.7430857142857142,0.4,0.7860206503446391,33.15190530444238,True,-103.54663963224772,0.8,35.90230574436894,0.005539999999999989,False,1.701336132213781,60.03974243635882,69.38891110222582,22.73302345728376,32.780579030135605,9.67055296709917,20.268706802993094,3.5819005731040914,10.74638553448652,22.731991131285643,4.4442223110755705,45.85802345728378,24.765804789195442,42.44732582903382,25.72653319624532,1.6660002665600426,17.329281206495175,5.813723320195733,transient,17.868625882980137,37,0.41354285714285716,0.9179198354290331,0.0
1.88,-42.64960682393712,0.15546000000000004,-14.446997391519592,38.86960136726389,200,True,0.28777756870713844,14.566811023965375,-0.4065595983828736,15.994174949067997,23.91202046242664,200,-17.597670105790545,0.7361142857142857,0.4,0.8229025871028112,33.2773886622953,True,-100.3511977659032,0.8,36.735305877648955,0.0008799999999999919,False,1.5117453018792484,58.76093729175,73.55391176862592,22.02130814340931,32.020318580559525,9.214729430629207,19.67278802764609,4.414900706384112,10.255479561767373,22.0202510734035,4.422580967612954,45.93227153583014,22.427867741792184,41.24684392785126,24.446997391519595,2.7489004398240704,16.414185894894768,6.027133194341313,transient,18.121391443422628,43,0.44417142857142855,0.9818725701415136,0.0
