Jp,attractor_robustness,collapse_time,competitor_suppression,cue_gain,cue_rate,cue_response,decay_index,delay_gain,delay_minus_competitor,delay_minus_ns,distractor_drop,distractor_recovery,frac_above_thr,gaba_scale,inhibitory_balance,lambda_delay,lambda_valid,linear_delay_slope,nmda_scale,peak_diff,peak_diff_time,persistent,r1_base,r1_cue,r1_cue_peak,r1_delay,r1_delay_early,r1_delay_late,r1_delay_mean,r1_delay_min,r1_delay_std,r1_during_distr,r1_post_distr,r1_pre_distr,r2_delay,r2_delay_late,r2_delay_mean,r2_delay_min,r2_delay_std,r3_delay,regime,ri_delay,selective_frac,snr_delay,survives_distractor
1.75,-1.0829001732640284,0.14694000000000007,6.944703071152492,106.36189691220656,250,True,0.3336804317310406,24.480272777420108,7.626482740237239,9.895353366589873,27.828761391472575,-8.425853429265807,0.48942857142857144,1.1,0.38950005848542707,20.83913010513623,True,-46.96309856179889,1.1,20.825003332000538,0.0,False,0.4380247900839664,46.58914767426365,67.72291083566577,10.722966369007953,15.228311794658262,5.081389654510147,9.602649416423908,1.999200319872051,4.9483812901812305,10.722484776726823,2.296631347461015,38.5512461681994,3.096483628770714,4.058124339474538,3.055296928847509,0.9163001466080234,1.3325531321874535,0.8276130024180803,persistent,4.176596028255365,0.5969714285714286,3.4629494778895245,1.0
1.78,12.911502065840331,,7.455146512823442,119.38555279361549,250,True,0.7893242380520125,53.85427682870085,19.897096716868816,21.485292787646856,21.499542372830813,-8.501879280729995,1.0,1.1,0.2124604853928083,1.6417276955178035,True,-27.902791287169183,1.1,30.237904838064786,0.000180000000000069,True,0.4185492469678795,49.96873333999734,75.96961215513798,22.54066706650674,24.347372961766443,19.21797161240379,21.743811999009925,13.827802212448354,3.69300394257738,22.54049716690886,14.038617886178866,44.040039539739674,2.6435703496379226,3.0716727218369195,2.5448534871765585,0.8330001332800213,0.9718893836155229,1.0553742788598846,persistent,4.7890010662401705,1.0,8.526600043410015,1.0
1.8,19.492203118752503,,7.946673711467794,123.7515588307388,250,True,0.9249492480527233,65.09182274630551,26.342124261406557,27.429016885309377,19.861907148494673,-7.2262964589512535,1.0,1.1,0.17427503217887072,0.6880030197295378,True,-14.392330569013952,1.1,33.32000533120087,0.0,True,0.43810809009729434,54.216559209649496,77.63561242169803,28.51725420942735,29.199061560472135,27.007650035128826,27.9150149464024,20.075303212048517,2.9093430836755325,28.51726340550597,21.290966946554718,48.379170554000645,2.1751299480207917,2.5212440909073863,2.053326288532206,0.4998000799680128,0.8547749132718556,1.0882373241179717,persistent,4.969845395175263,1.0,13.110597931064007,1.0
1.82,25.739704118352666,,8.29482968717275,135.65105253792225,250,True,1.0781191230877274,81.68812176963428,32.35600759696122,33.121535909445754,17.761975400049536,-5.292952628738959,1.0,1.1,0.14942560773066485,1.1720538067296071,True,4.196787672984054,1.1,38.98440623750501,0.20692,True,0.4185325869652139,56.7743860789018,80.8010129281621,34.18914101026257,32.498614897838785,35.037378196301816,33.87441689990671,27.572304411568712,3.1569041080244897,34.18917747213494,28.896224843395984,51.95115287218448,1.833133413301346,1.890225112461348,1.70517031282725,0.41650006664001066,0.6138971166186424,1.067605100816816,persistent,5.108733173397306,1.0,18.650656162575554,1.0
1.84,33.070105291216855,,8.476666476266637,139.79336014028388,250,True,1.054076808319577,93.44160909576233,39.28455839886269,39.82773319243733,15.475878803127713,-5.867156205091241,1.0,1.1,0.12891381121710913,0.5880920268073875,True,4.619582880480253,1.1,45.23190723710518,0.20832000000000006,True,0.43810809009729434,61.24460215913637,83.96641343462619,40.937524990004015,39.72987556293887,41.87834042937064,40.691313950610244,34.569505531120896,3.093490686849969,40.93761135636407,35.07045515127283,56.413490159491786,1.652966591141321,1.8357874821008804,1.5233335237333634,0.16660002665600426,0.675601736877945,1.1097917975666876,persistent,5.277412368385979,1.0,24.76609338908166,1.0
1.85,34.7361055577769,,8.71647055463529,146.33754890802197,250,True,1.0829331755733633,103.13540024981364,41.746584699453564,42.029773011430365,14.666162504918567,-6.173912576160127,1.0,1.1,0.12354599359669498,0.6182563500633699,True,8.818167516318104,1.1,48.81380781020927,0.2147000000000001,True,0.4185492469678795,61.24947104491539,87.38171398107428,43.167244213425754,41.07108739520923,44.477243098228,42.93840083014415,36.235505797680936,3.2650791507803687,43.16728189509923,36.9933693189391,57.8334444000178,1.420659513972189,1.3532115483362712,1.2835294453647113,0.08330001332800213,0.5067437053122164,1.1374712019953923,persistent,5.333140077302412,1.0,30.385355363822555,1.0
1.86,36.40210582433694,,8.570214771234363,147.23832532844693,250,True,1.0799191989560575,103.7333026748367,43.8904604824737,44.30376103526845,14.730127814957015,-6.41960673566718,1.0,1.1,0.11885597383000451,0.835548150451589,True,7.865302902782398,1.1,51.89590830334535,0.20863999999999994,True,0.43810809009729434,64.5063016460083,87.21511395441827,45.44639921809056,43.0800818378241,46.523007470344325,45.141648102663716,37.318405970944966,3.668527499486215,45.446479319966805,39.026872584299625,60.17660713492382,1.5559387356168644,1.6858341318851742,1.4297852287656365,0.08330001332800213,0.6393357395383505,1.1426381828221093,persistent,5.401576036252165,1.0,29.20834744233334,1.0
1.88,40.31720645075304,,8.92271662763466,157.5806990383097,250,True,1.0806439590646009,117.69264730447105,48.04688680083523,48.08780654404906,14.427175297914083,-6.39386295345205,1.0,1.1,0.11129114033428739,1.1924750754143192,True,8.427391263443628,1.1,57.3937091829935,0.20643999999999996,True,0.4185159269625483,65.95003248700523,90.96361455417838,49.25624750099961,46.706472380054194,50.47306722780383,48.89283810285411,41.31680661068907,3.8599764467919453,49.25615137141821,42.86228841796616,63.683326669332295,1.2093607001643785,1.0830112251415478,1.0772833723653394,0.0,0.44805383252291303,1.168440956950553,persistent,5.481783953085431,1.0,40.72916165836665,1.0
1.9,45.89830734372919,,8.779340644694502,161.67160367720663,250,True,1.0792630774043603,125.97136417853272,53.864593051668244,53.96484382437504,11.850445982529614,-8.455564946432155,1.0,1.1,0.10164607674342602,-0.15834047037697394,True,9.915082125485991,1.1,61.55870984939361,0.2812000000000001,True,0.43809143009462875,70.8269442223111,95.4618152738905,55.186975209916056,51.729658066787295,55.82990995931541,54.654595304735274,46.1482073837132,3.896397582726834,55.187005703462695,46.73144075703054,67.03745168599231,1.3223821582478117,1.4676171925577188,1.2206593553054967,0.08330001332800213,0.5558342185801658,1.2221313855410216,persistent,5.609539517526322,1.0,41.73300042198628,1.0
1.75,2.582300413168066,0.26778000000000013,5.820824051331847,95.39861470728592,250,True,0.5687940460269473,32.41403657962959,12.881963881114226,15.874173346534405,24.963853313121508,-10.729724811184347,0.8616,1.0,0.30866519889314037,5.635903844934804,True,-44.085802478413356,1.1,27.489004398240716,9.999999999998899e-05,False,0.5268226042916166,50.2581467413035,71.72131147540986,17.076447198898222,20.30931278758243,11.551816193044624,15.73021743683479,5.997600959616153,4.968486313288462,17.075986306586184,6.346261495401838,42.03983961970769,4.194483317783996,5.349924199542065,4.179175948668152,1.332800213248034,1.640037947255088,1.2022738523638161,persistent,5.270904971344795,0.7668,4.071168222895396,1.0
1.78,15.410502465680397,,7.051588888254223,107.92439790121803,250,True,0.8310023700603204,47.8228834899043,22.021285930072423,23.853713673260863,22.068995338113467,-7.549340660820313,1.0,1.0,0.22058841695329576,1.438904122483874,True,-24.920203447256036,1.1,33.81980541116888,0.0,True,0.5245235239237637,56.608885612421716,76.55271224843399,25.084227420143062,26.711187817081406,22.197060383952007,24.30495420879268,17.243102758896445,3.5166293497594863,25.08401012636743,17.53466946554712,47.1530054644809,3.062941490070638,3.6981496784923764,2.948411111745777,0.9163001466080234,1.2757529039799593,1.2305137468821994,persistent,5.533290017326401,1.0,8.18958752338915,1.0
1.8,21.907903505264567,,7.307943489270959,108.65999409702496,250,True,0.9482730755911096,61.086123478280314,29.30593873561688,30.79043699980327,18.217379926533788,-8.208827368326055,1.0,1.0,0.1817991509628647,0.5837645636397029,True,-14.115709452125607,1.1,36.56870585099295,6.0000000000060005e-05,True,0.5264227642276421,57.20109456217515,79.21831267493008,32.157126038473514,31.70430821206145,30.064341858688255,31.35729517716724,22.907503665200593,3.21646377807484,32.15698144003071,23.948154071704657,50.3743613665645,2.851187302856635,2.8596080565240904,2.6920565107290413,0.8330001332800212,0.9279082613078777,1.366689038670246,persistent,5.8461382113821125,1.0,11.278503518508392,1.0
1.82,28.57190457150474,,8.054159288665486,119.67715093277327,250,True,0.9719141298372949,73.90119521320996,36.69469434448444,37.41132792914581,15.977955062299543,-8.412716446874576,1.0,1.0,0.1534225018277315,1.4934663501537886,True,-12.537532209412298,1.1,41.98320671731309,0.21472000000000002,True,0.5245068639210981,62.771487238437985,82.13381314141014,38.76168421520282,37.93195445943466,36.86660251244124,37.92158374745341,29.238304678128756,3.22434600190858,38.76149360267893,30.348777155804356,54.739448664978475,2.0669898707183787,2.3042154066693987,1.9458407113345135,0.4998000799680128,0.7613861282704413,1.3503562860570058,persistent,5.946914567506329,1.0,18.752720923096998,1.0
1.84,33.569905371184866,,8.282939205270274,121.74422390392846,250,True,1.0706310332603337,82.0923820322337,41.33107867963927,41.85189733630359,14.73964733374256,-6.183366793939719,1.0,1.0,0.14000037781016897,0.6610115941890795,True,5.774955314872388,1.1,48.14740770358526,0.20741999999999994,True,0.5264061042249766,64.08690273890447,86.63201386112226,43.21393109422899,40.88929648429905,43.77734974534385,42.91485310637651,35.31920565107291,3.117124344904156,43.213937898831105,37.030571104891386,57.953585232573666,1.8828524145897196,1.7361628427773894,1.717060794729727,0.16660002665600426,0.6227759138095083,1.3620337579254012,persistent,6.049966679994667,1.0,22.95131086028012,1.0
1.85,35.652405704384925,,8.387335541973687,129.87442404486293,250,True,1.0769841701054277,85.84167100278798,43.272824203651886,43.64628037673821,15.120487974250857,-6.04539011895632,1.0,1.0,0.13572742319924105,0.6548371667560043,True,6.939448005565103,1.1,51.47940823670534,0.20833999999999997,True,0.5245068639210982,68.12002698920435,87.71491403438628,45.02454573726067,42.344373321790414,45.60421976167984,44.78147312503572,36.56870585099295,3.4650159322993472,45.024531795619,38.97914167666268,60.145019769869855,1.7517215336087786,1.824127034961245,1.6126644580263132,0.16660002665600426,0.6404417929393509,1.3782653605224575,persistent,6.111065573770491,1.0,25.703026906794427,1.0
1.86,38.15140610422499,,8.631961501113839,130.07335091437687,250,True,1.0871756175060625,90.52623566574643,46.13497934159672,46.2778305344529,13.84203036115509,-8.059425723077887,1.0,1.0,0.1285581139710574,1.2369563019597998,True,8.612251323521955,1.1,54.89470878315343,0.20823999999999998,True,0.5264227642276421,68.47357307077172,89.46421431427434,47.65507130481143,44.47661047558583,48.353886459458806,47.12823442051753,38.31800613088099,4.036701102664764,47.655204078402434,39.59577835532455,61.49723443955752,1.5200919632147138,1.357387098931036,1.3680384988861598,0.0,0.517862118572705,1.3772407703585232,persistent,6.126446088231372,1.0,31.350123825850396,1.0
1.88,42.98280687724911,,8.646322423411588,138.34974881513463,250,True,1.0935290664187904,98.81835199048817,50.35426940334979,50.483890967422575,13.195095515408802,-5.840917857020024,1.0,1.0,0.11995042422347409,0.6803510488998401,True,13.195593964120272,1.1,58.39330934292952,0.19330000000000003,True,0.5245235239237637,72.5676979208317,92.79621484739442,51.83255031320807,48.45449009624972,52.98639331984401,51.603258696521415,43.98240703718514,3.4387164482617893,51.83257119568457,45.99165333866455,65.02766671109337,1.4782809098582788,1.58449929364787,1.3536775765884121,0.08330001332800213,0.5845062506822659,1.348659345785495,persistent,6.217336398773822,1.0,35.06272044270292,1.0
1.9,45.14860722377717,,8.945350431256069,140.99184257032437,250,True,1.0760804592108668,108.26951052285692,55.81805055755477,55.55875387940063,12.402695701637725,-6.819504307247605,1.0,1.0,0.1112870714078279,-0.20077681001170156,True,10.556538450007931,1.1,63.30801012928165,0.28100000000000014,True,0.5264227642276421,74.22131564041054,96.79461548713851,56.995535119285634,53.59194054831578,57.669239996309194,56.6939605110337,46.06490737038519,3.827820799834474,56.995567215417694,50.17606290817009,69.39826291705542,1.1774845617308634,1.0812010795379667,1.0546495687439308,0.0,0.43689166664909074,1.4367812398849982,persistent,6.34286618685859,1.0,48.40448607419497,1.0
1.75,7.4970011995201915,0.33008000000000015,6.215009234401477,90.57812009198496,250,True,0.691988567403517,33.86474560948791,16.4696510284775,19.003457347219847,22.750287005315798,-10.330136380885286,0.9922285714285715,0.95,0.28354064181460664,3.087838133230054,True,-36.56982817419566,1.1,27.40570438491271,0.0,True,0.6018759163001465,54.51678911768627,72.8042116486739,20.382374827846643,22.470932309606322,15.549628257837872,19.165505226480843,9.579501532720245,4.235300892112679,20.381982309180636,10.05184592829535,43.13226931449643,3.9127237993691417,4.735451950846556,3.784990765598523,1.0829001732640278,1.573764791062028,1.378917480626797,persistent,5.779231640677061,1.0,5.209254695136848,1.0
1.78,15.910302545648413,,6.504579120732659,99.47324267396385,250,True,0.8461802602507608,47.11613490020178,23.61565929183883,25.834817263570773,21.142187524992977,-8.907453729616307,1.0,0.95,0.22325109159737377,1.3677529663993162,True,-24.85925472333977,1.1,34.569505531120896,0.00031999999999998696,True,0.5781187524990004,57.50734706117555,77.21911235505802,27.238721178195398,28.31474222282027,23.95937594388544,26.310252089640343,18.07610289217647,3.5249355216635863,27.238438002573794,18.330984272957487,48.38062552756677,3.6230618863565685,4.139947362831519,3.495420879267341,1.249500199920032,1.2785275544490708,1.4039039146246262,persistent,6.081074236971877,1.0,7.518149572120368,1.0
1.8,23.823803811808617,,7.587379333980694,102.86612859348888,250,True,1.0288761858547235,57.57442970948166,32.1202463459061,33.18623978979838,17.29671469189806,-8.654554800305071,1.0,0.95,0.17977576489265826,2.3363610887828736,True,-5.103622698204656,1.1,39.06770625083302,0.2149000000000001,True,0.6018925763028121,61.914359256297516,79.88471278155407,34.653621884579515,32.816540783539956,33.76415731534344,33.8017174082748,24.74010395841664,3.644344417590422,34.65347190013181,25.99891709982674,51.95018659202987,2.533375538673419,2.9454178422840522,2.4126206660193064,0.8330001332800213,0.9613650747806455,1.467382094781135,persistent,6.229881380781019,1.0,13.67883337542872,1.0
1.82,28.488604558176736,,7.7063365130138415,110.05073029404713,250,True,1.0236719431598893,67.08883946555228,36.31111999644588,37.26736448277833,15.965228546124237,-8.286215320773458,1.0,0.95,0.16555796276843338,1.7306555351421529,True,-5.467331200831221,1.1,42.98280687724912,0.20788000000000006,True,0.5781520725043315,63.6260579101693,83.30001332800217,38.78755164600828,36.700543404580465,37.56931658301441,37.977247196359556,29.238304678128756,3.6031214409430805,38.78738152096006,30.501166200186603,54.7526100670843,2.4764316495623975,2.461209445919894,2.293663486986158,0.5831000932960149,0.8246419074209219,1.520187163229946,persistent,6.421588031454084,1.0,15.662678046131267,1.0
1.84,34.81940557110491,,8.092839054854247,114.51716101434414,250,True,1.064545739201159,72.63908867470971,41.68534808298904,42.20993983359038,16.02171831309696,-6.082773223621686,1.0,0.95,0.1491304554886145,0.6333762085345792,True,3.9141967783896057,1.1,48.48060775689726,0.21297999999999995,True,0.6018925763028121,68.92702918832471,86.96521391443427,43.720928295348536,41.22239659758308,43.88312665868196,43.35535309685651,35.81900573104093,3.142421218798105,43.7208513257142,37.638078102092514,59.74256963881116,2.0355802123595006,2.0921840569198262,1.9071609451457514,0.4998000799680128,0.6951410182757951,1.5109884617581537,persistent,6.520121951219512,1.0,21.47836179994694,1.0
1.85,35.819005731040924,,8.483982597437217,118.49837174064247,250,True,1.0704918524078464,79.35056463915004,44.20522901950332,44.37472034995527,16.09130101264831,-5.570534253245349,1.0,0.95,0.14231860037993468,0.6561561629076036,True,6.277832523649311,1.1,52.47900839664136,0.20843999999999996,True,0.5781687325069972,68.5120535119286,88.79781420765032,45.87801546048249,43.43113784280331,46.49267920259352,45.609408617505395,37.318405970944966,3.499556468057132,45.87797794243635,40.307443689191004,61.96927895508466,1.6727864409791637,1.5039422616946199,1.5160174025627844,0.16660002665600426,0.552604526768005,1.5032951105272174,persistent,6.52929494868719,1.0,27.42610431861328,1.0
1.86,40.40050646408105,,8.338488414158146,119.07672966655248,250,True,1.040921085701944,80.3771748826121,46.566401217290874,46.80049131141195,15.275805261301045,-7.341697737499437,1.0,0.95,0.13698906874101183,1.0849629632040703,True,1.4814313110323487,1.1,54.894708783153426,0.1935,True,0.6019258963081433,71.6753673530588,90.29721444755435,48.381103114309845,46.351318833927486,48.248065125369685,47.89498962319835,40.65040650406505,3.239905743192362,48.381065323798275,41.03936758629884,63.65687058509932,1.81470189701897,1.851345850141479,1.6615115858418539,0.16660002665600426,0.6836728835683051,1.5806118028978882,persistent,6.627682260429161,1.0,26.66063399565811,1.0
1.88,42.649606823937106,,8.75949144151863,128.48704812677047,250,True,1.1152158414468798,91.80286774110988,51.68739170998269,51.521590966787905,13.611345582425663,-5.180670944296985,1.0,0.95,0.1257775023670294,0.6952543691235712,True,16.37847512642531,1.1,60.14260962281756,0.20642000000000005,True,0.5782020525123284,74.29147507663605,95.12861522057848,53.080606646230414,49.150472451158194,54.813385493245285,52.883979741436775,43.56590697054513,3.8228437644656403,53.08057764828208,47.899906703985096,66.69192323070774,1.393214936247723,1.2033803551858373,1.240508558481369,0.0,0.5059248083749952,1.5590156794425085,persistent,6.676346128215378,1.0,38.099366599593324,1.0
1.9,49.063707850193275,,8.680780068924811,129.5415223000859,250,True,1.0325894450260673,95.62570445305965,56.09674463547916,56.022422776921,12.639327653009502,-7.467207510702799,1.0,0.95,0.11801638894410842,0.5073123530475884,True,1.535655382513849,1.1,62.22510995601762,0.20618000000000003,True,0.6019425563108088,77.97655521124886,98.79381580701059,57.56118108312233,55.215233109582286,57.01466691464109,57.08027265284365,49.64680794348929,3.2575910760936257,57.56106996572082,50.09386245501802,70.20039761873032,1.4644364476431648,1.4062610302277347,1.3192199310751886,0.0,0.5447467424618511,1.5387583062013286,persistent,6.793162734906036,1.0,39.30602870234084,1.0
1.75,5.664400906304149,0.32914,5.348498695759791,85.71738495359043,250,True,0.6575863192683973,33.82904355508474,16.96207628059888,20.152501697733612,22.42913519805657,-12.067988174816518,0.9883428571428572,0.9,0.29274723516755013,4.058816885529406,True,-43.939128720615244,1.1,29.821404771424774,0.0,True,0.6408103425296547,54.92858689857393,73.72051179528192,21.678001021813504,24.176408887221626,15.898075733933423,20.214728394356545,9.496201519392242,5.032980958126654,21.677444392329512,9.609456217512994,44.10657959038608,4.715924741214624,6.011782284375499,4.651501304240208,1.416100226576036,1.9489383446284296,1.5254993240798917,persistent,6.346174863387977,1.0,4.59676568367658,1.0
1.78,21.074903371984544,,6.960001713600273,93.44183538514135,250,True,1.0265135282081497,45.940810298065664,26.611516504509318,28.165177579761753,20.557153577176937,-5.26775534814184,1.0,0.9,0.22165194043970068,0.3314357987175415,True,-3.103303710227431,1.1,34.9027055844329,0.0,True,0.6486905237904838,60.61483323337333,79.13501266160206,29.801368341552276,28.55714676070518,29.31429747791592,29.412001865920306,23.2407037185126,2.9252200962388724,29.80132525351303,24.53356990537119,50.35847883068997,3.1898518370429603,3.6954733282441365,3.039998286399726,0.9996001599360256,1.249419671485512,1.6361907617905216,persistent,6.6055311208849785,1.0,9.342555659210815,1.0
1.8,24.656803945088637,,7.013061442089831,99.685880791344,250,True,0.985083637080152,54.98310243371429,32.10326980318985,33.58509731028225,17.08810489684683,-8.095527205867647,1.0,0.9,0.19368587757885633,0.47487243550502184,True,-11.080892684370943,1.1,38.81780621084901,0.0,True,0.6411935225909636,63.91794115687062,80.80101292816211,35.25480918743615,33.75096338855647,33.24752177074334,34.410492945678875,25.656404105024663,3.6126994659352865,35.25464689132681,27.15911968545916,52.342751788173636,3.151539384246301,3.2818828207951585,2.986938557910169,0.9163001466080234,1.0387052426673469,1.6697118771539001,persistent,6.828358656537383,1.0,11.186536126592273,1.0
1.82,31.737305077968823,,7.730398316863731,102.70138391586306,250,True,1.0195417686291497,62.09798927336445,37.892459682793564,38.692041040726586,14.813450477714689,-6.537237025061991,1.0,0.9,0.1702860129586949,0.9987049976063695,True,-2.823474696312623,1.1,44.48220711715316,0.2123600000000001,True,0.6487904838064773,66.63168066106894,84.96601359456221,40.28858456617355,38.656952735802314,39.41237796309287,39.698096951695526,32.73690523790485,2.9618658025202826,40.28841988525126,33.75118286018927,55.10187036296595,2.396124883379981,2.700226401906908,2.269601683136269,0.8330001332800212,0.8535179418992664,1.596543525446964,persistent,6.860582433693189,1.0,16.814058744938322,1.0
1.84,36.06890577102494,,8.009486681517869,109.49052358805805,250,True,1.052615116162071,69.38706007036569,42.321282598071896,42.82245276492579,15.852959676072253,-5.195420971668668,1.0,0.9,0.15753203935778404,0.051689913916877064,True,4.933117027030045,1.1,48.980407836865275,0.21060000000000012,True,0.641260162601626,70.21191106890579,88.79781420765032,44.49515749255855,42.50600966038968,44.742468297309806,44.33487557358011,37.73490603758498,2.7497109369127473,44.4951010996175,39.29968012794883,60.34806077568975,2.1738748944866497,1.9565341885287388,1.990513318482131,0.41650006664001066,0.6850884219089931,1.6727047276327565,persistent,7.009412901506064,1.0,20.468131622909116,1.0
1.85,38.401306144208995,,7.820843091334895,109.91967684413422,250,True,1.0522865023150256,71.94751244828083,44.369230085743496,44.97430353255525,15.225084718166315,-6.650653875285215,1.0,0.9,0.15171775971439,0.8797859266914366,True,3.2462043300381858,1.1,51.646008263361345,0.20794,True,0.648890443822471,71.32582800213251,88.88111422097832,46.68605335643522,44.462352364926204,46.78713325583869,46.28429104548658,39.484206317473024,3.3056030544401094,46.685939760930964,40.03528588564575,61.91102447909728,2.316823270691723,2.4902717222669652,2.1791569086651057,0.666400106624017,0.8114411058781058,1.7117498238799718,persistent,7.083103425296547,1.0,20.15089106142545,1.0
